id_depto,depto,prov_id,prov,año,evento,edad_id,edad_desc,semanas,cantidad
028,Capital,70,San Juan,2024,Dengue,11,De 45 a 65 años,14,5
098,Uruguay,30,Entre Ríos,2024,Dengue,5,De 5 a 9 años,13,13
035,Confluencia,58,Neuquén,2024,Dengue,10,De 35 a 44 años,14,4
133,Realicó,42,La Pampa,2024,Dengue,9,De 25 a 34 años,2,1
007,Belgrano,82,Santa Fe,2024,Dengue,11,De 45 a 65 años,15,2
008,COMUNA 8,02,CABA,2024,Dengue,6,De 10 a 14 años,11,7
763,San Nicolás,06,Buenos Aires,2024,Dengue,11,De 45 a 65 años,10,6
091,San Cristóbal,82,Santa Fe,2024,Dengue,10,De 35 a 44 años,1,1
042,General San Martín,14,Córdoba,2024,Dengue,9,De 25 a 34 años,3,2
035,Banda,86,Santiago del Estero,2024,Dengue,4,De 2 a 4 años,16,1
056,Juárez Celman,14,Córdoba,2024,Dengue,9,De 25 a 34 años,17,1
147,Santa María,14,Córdoba,2024,Dengue,12,Mayores de 65 años,6,1
105,9 de Julio,22,Chaco,2024,Dengue,7,De 15 a 19 años,12,1
112,San Justo,82,Santa Fe,2024,Dengue,4,De 2 a 4 años,12,8
056,Grl. José de San Martín,66,Salta,2024,Dengue,10,De 35 a 44 años,5,1
039,2 de Abril,22,Chaco,2024,Dengue,12,Mayores de 65 años,4,3
049,General Manuel Belgrano,54,Misiones,2024,Dengue,11,De 45 a 65 años,12,4
056,La Capital,74,San Luis,2024,Dengue,8,De 20 a 24 años,17,1
056,Pirané,34,Formosa,2024,Dengue,5,De 5 a 9 años,17,1
126,Campana,06,Buenos Aires,2024,Dengue,10,De 35 a 44 años,8,1
007,Burruyacú,90,Tucumán,2024,Dengue,7,De 15 a 19 años,12,24
028,Chacabuco,22,Chaco,2024,Dengue,9,De 25 a 34 años,12,2
077,Pocho,14,Córdoba,2024,Dengue,4,De 2 a 4 años,14,1
105,9 de Julio,22,Chaco,2024,Dengue,8,De 20 a 24 años,7,6
